"C","https://www.politifact.com//factchecks/2017/oct/20/rahm-emanuel/emanuel-plays-fast-and-loose-fast-growth-boast/","2"
"There have been 317 criminal indictments under three recent Republican presidents and only three indictments under three recent Democratic presidents","https://www.politifact.com//factchecks/2020/jan/09/facebook-posts/many-more-criminal-indictments-under-trump-reagan-/","3"
"Georgia has almost 100000 more COVID19 cases almost twice as many deaths and almost 600 more nursing home deaths than North Carolina","https://www.politifact.com//factchecks/2020/oct/15/roy-cooper/roy-cooper-compares-georgias-covid-19-numbers-nort/","5"
"D","https://www.politifact.com//factchecks/2019/may/30/viral-image/dre-still-thinks-marijuana-dangerous-drug-kids/","1"
"All child support in the United States will end by beginning of 2018","https://www.politifact.com//factchecks/2017/dec/19/tmzbreaking/no-trump-and-congress-didnt-pass-bill-ending-child/","0"
"E","https://www.politifact.com//factchecks/2019/may/30/viral-image/dre-still-thinks-marijuana-dangerous-drug-kids/","1"
"I","https://www.politifact.com//factchecks/2019/sep/17/christy-harrison/obesity-stigma-and-yo-yo-dieting-not-bmi-behind-ch/","2"
"J","https://www.politifact.com//factchecks/2019/oct/14/roger-stone/old-roger-stone-video-about-cory-booker-has-gone-v/","1"
"Says California has a top income tax rate of 13","https://www.politifact.com//factchecks/2020/mar/01/quentin-fulks/are-californians-staying-put-despite-high-top-inco/","3"
"Says an image shows a satellite view of fires in Australia","https://www.politifact.com//factchecks/2020/jan/06/facebook-posts/digital-visualization-australia-fires-misrepresent/","1"
"K","https://www.politifact.com//factchecks/2019/mar/06/facebook-posts/yes-jk-rowling-was-knocked-forbes-billionaires-lis/","3"
"Julia Roberts claims Michelle Obama isnt fit to clean Melanias toilet ","https://www.politifact.com//factchecks/2017/dec/28/usa-daily-portal/fake-news-julia/","0"
"M","https://www.politifact.com//factchecks/2019/sep/17/christy-harrison/obesity-stigma-and-yo-yo-dieting-not-bmi-behind-ch/","2"
"N","https://www.politifact.com//factchecks/2020/mar/04/joe-biden/joe-bidens-pants-fire-claim-about-his-arrest-south/","0"
"Says a quote defending President Donald Trump can be attributed to Clint Eastwood","https://www.politifact.com//factchecks/2020/jan/02/facebook-posts/state-lawmakers-pro-trump-letter-wrongly-attribute/","1"
"R","https://www.politifact.com//factchecks/2019/may/30/viral-image/dre-still-thinks-marijuana-dangerous-drug-kids/","1"
"S","https://www.politifact.com//factchecks/2017/aug/30/katie-pavlich/did-obama-pardon-terrorist-and-traitor-katie-pavli/","2"
"T","https://www.politifact.com//factchecks/2017/oct/23/blog-posting/fake-news-tampa-bay-lightning-fires-black-player-f/","0"
"U","https://www.politifact.com//factchecks/2017/sep/19/nydailynews-tvcom/kevin-harts-confession-real-car-crash-report-fake-/","0"
"17th 2016 stated","https://www.politifact.com//factchecks/2020/jan/02/facebook-posts/no-proof-clinton-sent-email-donna-brazile-saying-i/","0"
"W","https://www.politifact.com//factchecks/2017/sep/08/al-franken/did-reagan-and-hw-bush-issue-orders-similar-daca-a/","4"
"We sit down yall mad","https://www.politifact.com//factchecks/2017/oct/12/viral-image/fake-photo-changes-social-message-lebron-james-t-s/","1"
"Y","https://www.politifact.com//factchecks/2018/feb/28/marco-rubio/rubios-tweet-about-ny-gun-laws-accurate/","5"
"Fifty seats have already changed hands from the Republicans to the Democrats since Donald Trump was elected","https://www.politifact.com//factchecks/2018/feb/15/corey-lewandowski/have-democrats-gained-50-seats-formerly-held-repub/","4"
"This is slander and not true","https://www.politifact.com//factchecks/2020/oct/05/instagram-posts/biden-didnt-tweet-or-wear-earpiece-during-debate/","0"
"When California faced a budget crisis Christy Smith voted to lay off teachers and then voted to increase her pay","https://www.politifact.com//factchecks/2020/sep/24/congressional-leadership-fund/attack-ad-exaggerates-christy-smith-votes-lay-teac/","2"
"Eric Trump Donald J Trump Jr Ivanka Trump are banned from ever operating a charity again because they stole donations to children with cancer","https://www.politifact.com//factchecks/2020/oct/21/left-action/fact-checking-claims-about-charities-linked-hunter/","1"
"After legalizing marijuana in Colorado we havent seen a spike in consumption","https://www.politifact.com//factchecks/2019/mar/25/john-hickenlooper/did-spike-marijuana-use-colorado-after-legal/","3"
"Says President Barack Obamas policy known as DACA contributed to a surge of minors at the southern border","https://www.politifact.com//factchecks/2017/sep/05/jeff-sessions/jeff-sessions-questionable-claim-daca-helped-cause/","2"
"We suspended the Foxconn work around October November last year because the weather there was snowy and icy cold","https://www.politifact.com//factchecks/2019/may/02/terry-gou/foxconn-chairman-terry-gou-says-extreme-weather-su/","1"
"m","https://www.politifact.com//factchecks/2020/jun/02/facebook-posts/black-lives-matter-activists-are-not-planning-riot/","1"
"Quran does NOT permit survival of NonMuslims","https://www.politifact.com//factchecks/2020/feb/29/facebook-posts/fact-checking-fabricated-quote-about-violence-agai/","0"
"straight","https://www.politifact.com//factchecks/2020/jun/24/facebook-posts/viral-facebook-post-manipulated-make-it-look-it-ca/","1"
"Clintons 39","https://www.politifact.com//factchecks/2020/mar/16/facebook-posts/no-clintons-arent-responsible-more-deaths-coronavi/","0"
"Robert Redford Says","https://www.politifact.com//factchecks/2018/mar/30/blog-posting/no-robert-redford-didnt-say-michelle-and-barack-ob/","0"
"Trump denies fire assistance to California because they didnt vote for him but helped Russia with their wildfires in Siberia","https://www.politifact.com//factchecks/2020/aug/28/facebook-posts/yes-trump-said-he-offered-russia-help-wildfires-no/","1"
"s","https://www.politifact.com//factchecks/2019/sep/17/christy-harrison/obesity-stigma-and-yo-yo-dieting-not-bmi-behind-ch/","2"
"Ukraine blatantly interfered in our election","https://www.politifact.com//factchecks/2019/dec/12/ted-cruz/checking-ted-cruz-whether-ukraine-blatantly-interf/","1"
"Current immigration policy imposes as much as 300 billion annually in net fiscal costs on U","https://www.politifact.com//factchecks/2018/jan/23/donald-trump/does-immigration-policy-impose-300-billion-annuall/","3"
"Says a photo of a tortured man is U","https://www.politifact.com//factchecks/2019/nov/20/viral-image/no-gruesome-photo-tortured-man-isnt-benghazi-victi/","0"
"Over three months after receiving CARES Act relief funds from the state the county has still not made those dollars available to help struggling MidMissourians","https://www.politifact.com//factchecks/2020/sep/18/caleb-rowden/rowdens-right-cares-act-funds-werent-paid-out/","5"
"Rep","https://www.politifact.com//factchecks/2018/feb/01/usa-train-news/rep-paul-gosar-asks-police-arrest-illegal-immigran/","5"
"NASA prepping 17yearold Alyssa Carson to become first human on Mars","https://www.politifact.com//factchecks/2018/jul/20/blog-posting/nasa-prepping-17-year-old-become-first-human-mars/","2"
"We have an America where hardworking families have flat wages","https://www.politifact.com//factchecks/2020/feb/06/elizabeth-warren/elizabeth-warren-wrong-wages-are-flat/","1"
"Czech Republic arms citizens","https://www.politifact.com//factchecks/2018/may/03/patriotnetworkone/headline-says-czech-republic-armed-citizens-shoot-/","1"
"Trump supporters are heading to the border as the migrant caravan approaches","https://www.politifact.com//factchecks/2018/nov/08/blog-posting/yes-armed-us-civilians-are-headed-border/","5"
"The CDC adjusted the US Covid deaths from 153504 to 9210","https://www.politifact.com//factchecks/2020/aug/31/facebook-posts/no-cdc-did-not-quietly-adjust-us-coronavirus-death/","0"
"A video shows ballots being changed in Maryland","https://www.politifact.com//factchecks/2020/oct/22/facebook-posts/maryland-elections-officials-say-video-doesnt-show/","1"
"Jacob S","https://www.politifact.com//factchecks/2020/aug/26/facebook-posts/jacob-blake-not-child-rapist/","1"
"Toomey beat the Dem McGinty by 1","https://www.politifact.com//factchecks/2020/feb/28/facebook-posts/post-wrongly-links-bloomberg-spending-toomey-kavan/","3"
"Weve had more exfelons register as Republicans than Democrats","https://www.politifact.com//factchecks/2019/apr/08/jared-kushner/have-more-florida-felons-registered-republicans/","2"
"Says Tim Tebow kneeled in protest of abortion during the National Anthem in 2012","https://www.politifact.com//factchecks/2020/jun/19/facebook-posts/no-tim-tebow-didnt-kneel-during-national-anthem/","1"
"We have an unemployment rate of 1","https://www.politifact.com//factchecks/2019/apr/30/cheri-toalson-reisch/unemployment-rate-columbia-among-lowest-us/","3"
"Quotes Donald Trump as saying in 2013 A shutdown falls on the Presidents lack of leadership","https://www.politifact.com//factchecks/2018/dec/14/blog-posting/did-trump-criticize-obama-during-2013-government-s/","3"
" And then he cried when the press caught him","https://www.politifact.com//factchecks/2018/oct/04/donald-trump/donald-trumps-inventions-about-richard-blumenthal-/","1"
"This midterm election the president did better than the average president does in his first midterms","https://www.politifact.com//factchecks/2019/jan/08/jerry-falwell/contrary-falwell-claim-trump-did-worse-average-pre/","1"
"So thats like ordering 20 times more masks","https://www.politifact.com//factchecks/2020/apr/29/donald-trump/trump-says-n95-masks-can-be-sterilized-reuse-only-/","3"
"Anthony Fauci said of Trumps pandemic response I cant imagine that anybody could be doing more","https://www.politifact.com//factchecks/2020/oct/11/donald-trump/trump-ad-takes-fauci-out-context/","2"
"Michigan has been like a prison during the coronavirus","https://www.politifact.com//factchecks/2020/oct/23/donald-trump/trump-says-michigan-during-coronavirus-pandemic-ha/","1"
"Bluegill fish are responsible for over 500 deaths in the United States every summer","https://www.politifact.com//factchecks/2019/apr/01/viral-image/no-bluegill-fish-arent-responsible-hundreds-human-/","0"
"Says Wisconsin has not had a spike in coronavirus cases that was statistically significant related to the fact that they had voting","https://www.politifact.com//factchecks/2020/may/18/chip-roy/no-spike-tied-voting-data-leaves-questions/","4"
"Im not a politician","https://www.politifact.com//factchecks/2018/sep/06/dan-kohl/why-dan-kohl-democrat-running-against-us-rep-glenn/","3"
"The Trump Administration cut funding allocated to the Department of Homeland Security to combat white nationalism","https://www.politifact.com//factchecks/2019/aug/09/pete-buttigieg/fact-checking-whether-trump-cut-money-combat-white/","3"
"Weve lifted hundreds of thousands of people out of poverty in the last five years","https://www.politifact.com//factchecks/2019/jun/10/bill-de-blasio/de-blasio-claims-city-helped-people-out-poverty/","3"
"Says that unless the recipient called back about your tax filings you will be taken into custody by the local cops as there are more serious allegations pressed on your name","https://www.politifact.com//factchecks/2018/apr/11/anonymous-caller/anonymous-caller-warns-police-arrest-taxes-call-ba/","0"
"Robert de Niro Linked to Child Sex Trafficking Ring According to Court Records","https://www.politifact.com//factchecks/2020/feb/18/blog-posting/claims-robert-de-niro-linked-child-sex-trafficking/","2"
" than were returned","https://www.politifact.com//factchecks/2020/nov/05/viral-image/no-more-mail-ballots-werent-counted-pennsylvania-c/","1"
"Ted Kaczynski has less restrictive confinement than the youth at Lincoln Hills","https://www.politifact.com//factchecks/2017/aug/18/james-peterson/district-judge-ted-kaczynski-has-less-restrictive-/","4"
"Ive released 22 years of my tax returns","https://www.politifact.com//factchecks/2020/oct/31/joe-biden/yes-joe-biden-has-released-22-years-tax-returns-on/","5"
"Richard Nixon was the last president to be impeached","https://www.politifact.com//factchecks/2019/jun/13/jimmy-kimmel/no-nixon-was-never-officially-impeached-he-resigne/","1"
"Says Kamala Harris said there will be a federal tax on your home for reparations","https://www.politifact.com//factchecks/2020/oct/07/facebook-posts/no-evidence-kamala-harris-backs-tax-pay-slavery-re/","1"
"Says Donald Trump posed as an anonymous Nevada poll worker on Laura Ingrahams show","https://www.politifact.com//factchecks/2020/nov/13/instagram-posts/no-trump-didnt-pose-poll-worker-laura-ingrahams-sh/","1"
"The average bridge in Missouri is 48 years old most were only designed to last for 50 years","https://www.politifact.com//factchecks/2019/oct/02/sam-graves/missouris-aging-bridges-are-problem-maybe-not-reas/","4"
"We were losing all our cases in the World Trade Organization","https://www.politifact.com//factchecks/2019/aug/16/donald-trump/did-donald-trump-turn-around-us-record-wto/","2"
"Says a photo that shows a group of dead scorched sheep is from Australia wildfires","https://www.politifact.com//factchecks/2020/jan/07/viral-image/image-burned-sheep-australia-fires-2013/","2"
"Says if you donate blood they HAVE to test you for coronavirus","https://www.politifact.com//factchecks/2020/mar/13/viral-image/no-blood-donors-dont-automatically-get-coronavirus/","1"
"2 over the last eight years","https://www.politifact.com//factchecks/2019/jun/04/chris-taylor/wisconsin-state-rep-chris-taylor-mark-prison-claim/","5"
"In most states you can buy an assault rifle with no proof of ID but in every state you need proof of ID to vote","https://www.politifact.com//factchecks/2018/feb/22/viral-image/fact-checking-meme-id-requirements-buying-guns-vot/","2"
"Says a photo of a park covered in trash was left behind by environmentalists after an Earth Day celebration in California","https://www.politifact.com//factchecks/2019/may/21/viral-image/photo-blaming-environmentalists-trashing-park-eart/","1"
"They are robbing people at gunpoint","https://www.politifact.com//factchecks/2020/mar/25/facebook-posts/beware-rumors-robbers-posing-covid-testers/","1"
"We still dont know whether children can get it and transmit it to others","https://www.politifact.com//factchecks/2020/jul/10/john-cornyn/some-covid-19-deaths-have-been-children/","1"
"With this plan the typical family of four will save 1182 a year on their taxes","https://www.politifact.com//factchecks/2017/nov/03/paul-ryan/would-house-gop-tax-plan-save-typical-family-1182/","3"
"Says President Barack Obama signed the medical appliance tax bill that forced companies to outsource manufacturing of masks gowns gloves and ventilaors sic to China Europe and Russia to avoid the tax","https://www.politifact.com//factchecks/2020/may/01/facebook-posts/viral-post-alleging-obama-era-device-tax-caused-cu/","0"
"13x less deadly than what was previously thought","https://www.politifact.com//factchecks/2020/may/07/facebook-posts/facebook-post-cites-doctors-widely-disputed-calcul/","2"
"Says a Roman statesman in 42 B","https://www.politifact.com//factchecks/2019/may/03/facebook-posts/no-roman-statesman-did-not-give-warning-about-trum/","1"
"Results From Breaking Chloroquine Study Show 100 Cure Rate For Patients Infected With The Coronavirus","https://www.politifact.com//factchecks/2020/mar/23/facebook-posts/100-covid-19-cure-no-chloroquine-effectiveness-onl/","1"
"Says President Donald Trump is selling coronavirusthemed commemorative coins through the White House Gift Shop","https://www.politifact.com//factchecks/2020/may/01/facebook-posts/gift-shop-selling-covid-19-coins-not-white-house/","1"
"7 percent of the U","https://www.politifact.com//factchecks/2019/nov/19/richard-ojeda/what-percentage-americans-have-alcohol-use-disorde/","3"
"Says congressional candidate Dino Rossi once suggested the state build homes for unwed mothers","https://www.politifact.com//factchecks/2018/oct/16/washington-state-democratic-party/did-washington-states-dino-rossi-really-want-new-h/","3"
"Marquette University threatened to rescind students admission over proTrump TikTok video","https://www.politifact.com//factchecks/2020/jul/16/donald-trump-jr/marquette-admission-trump-samantha-pfefferle/","2"
"Wisconsin has the number one health care system in the country","https://www.politifact.com//factchecks/2018/nov/30/dale-kooyenga/state-rep-dale-kooyenga-close-ranking-falters-ever/","3"
"Says Chicago had the lowest murder rates in a generation during his time as police superintendent","https://www.politifact.com//factchecks/2019/jan/27/garry-mccarthy/did-mccarthy-rein-chicagos-high-murder-rate/","2"
"Principal bans candy canes","https://www.politifact.com//factchecks/2018/dec/11/blog-posting/yes-school-principal-tried-ban-candy-canes/","4"
"Says President Donald Trump is morbidly obese","https://www.politifact.com//factchecks/2020/may/19/nancy-pelosi/no-he-not-morbidly-obese/","1"
"For decades Madigan kept property taxes high and made a fortune helping cronies like Pritzker dodge them","https://www.politifact.com//factchecks/2018/oct/07/bruce-rauner/rauner-ad-rewrites-property-tax-history/","2"
"Right now 5 of Americans donate to candidates","https://www.politifact.com//factchecks/2020/jan/24/andrew-yang/what-percent-americans-donate-political-candidates/","4"
"Hollywood actor Bruce Willis","https://www.politifact.com//factchecks/2018/apr/11/global-headlines/fake-news-claims-bruce-willis-says-anyone-who-does/","0"
"8 of the votes cast in Michigans Aug","https://www.politifact.com//factchecks/2020/aug/18/donald-trump-jr/donald-trump-jr-distorts-michigan-data-dead-voters/","0"
"15000 troops will not see their families for Thanksgiving because of realDonaldTrumps Scaravan Stunt","https://www.politifact.com//factchecks/2018/nov/15/eric-swalwell/how-many-troops-has-donald-trump-sent-us-border/","3"
"The entire city of Portland is ablaze all the time","https://www.politifact.com//factchecks/2020/sep/01/donald-trump/we-are-not-fire-authorities-dispute-trumps-false-c/","1"
"Says combined doses of vaccines have never been tested","https://www.politifact.com//factchecks/2019/apr/22/facebook-posts/no-anti-vaccination-meme-way-vaccine-testing/","0"
"4 of businesses in Wisconsin are small businesses and they employ nearly half of our workforce","https://www.politifact.com//factchecks/2019/may/07/ron-johnson/yes-small-businesses-account-99-all-wisconsin-comp/","5"
"His was lowest","https://www.politifact.com//factchecks/2020/mar/15/donald-trump/fact-checking-trumps-attacks-obama-biden-swine-flu/","2"
"In San Francisco we were successful in reducing our street population 40 percent","https://www.politifact.com//factchecks/2018/may/10/gavin-newsom/did-gavin-newsom-help-san-francisco-reduce-its-hom/","3"
"Thirtyfour of the 47 men depicted in the famous Declaration of Independence painting were slaveholders","https://www.politifact.com//factchecks/2019/sep/10/arlen-parsa/evidence-shows-most-47-men-famous-declaration-inde/","5"
"our wine cannot sit on their supermarkets","https://www.politifact.com//factchecks/2018/jun/06/kevin-mccarthy/us-wine-barred-canadian-supermarkets/","3"
"Nancy Pelosi Removed From Benefit for Being So Drunk She Couldnt Stand Up ","https://www.politifact.com//factchecks/2019/jan/23/thelastlineofdefenseorg/no-nancy-pelosi-did-not-get-obscenely-drunk-cancer/","0"
"You go in for cancer therapy you dont take out your wallet","https://www.politifact.com//factchecks/2019/feb/22/bernie-sanders/sanders-skips-canada-out-pocket-health/","3"
"Italy went against the WHOs law against COVID19 autopsies and discovered covid is not a virus but a bacterium that clots the blood and reduces the oxygen saturation","https://www.politifact.com//factchecks/2020/may/28/facebook-posts/covid-19-virus-not-bacterium/","1"
"Says President Obama fired every Bush appointed ambassador upon his election","https://www.politifact.com//factchecks/2019/nov/21/mark-meadows/no-obama-didnt-fire-all-bushs-politically-appointe/","2"
"Nearly 200000 Florida voters may not be citizens","https://www.politifact.com//factchecks/2018/nov/13/donald-trump-jr/donald-trump-jrs-misleading-tweet-about-noncitizen/","1"
"Mexicos Next President Calls for An Invasion Of The US","https://www.politifact.com//factchecks/2018/jun/25/blog-posting/mexico-presidential-candidate-call-immigration/","0"
"Says exLt","https://www.politifact.com//factchecks/2019/aug/01/jeanne-ives/ives-falsely-claims-primary-foe-did-not-publicly-o/","1"
"Matt Gaetz and Sen","https://www.politifact.com//factchecks/2020/mar/17/occupy-democrats/did-matt-gaetz-and-ted-cruz-oppose-paid-sick-leave/","3"
"Says an ICE detainer request is not a valid warrant","https://www.politifact.com//factchecks/2019/mar/28/quentin-miller/nc-sheriff-right-ice-detainers-are-not-valid-warra/","5"
"Under Emanuel CPS has become the most understaffed school district in Illinois","https://www.politifact.com//factchecks/2018/jun/21/troy-laraviere/cps-most-understaffed-district-illinois/","5"
"People were literally standing in line for seven hours","https://www.politifact.com//factchecks/2020/mar/09/hillary-clinton/clinton-oversimplifies-cause-voting-delays-texas/","2"
"President Trump has come into contact with a potential coronavirus sufferer","https://www.politifact.com//factchecks/2020/mar/10/facebook-posts/headline-ignores-evidence-overstating-trumps-expos/","2"
"China produces 90 of the worlds carbon emissions pollution","https://www.politifact.com//factchecks/2020/jan/02/facebook-posts/false-image-overstates-pollution-china/","1"
"Now that its even Nevada decides to stop counting and is now not going to count anything until TOMORROW","https://www.politifact.com//factchecks/2020/nov/04/facebook-posts/no-nevada-did-not-stop-counting-ballots/","1"
"Immigration and Customs Enforcement will be at every polling station on Nov","https://www.politifact.com//factchecks/2020/feb/26/facebook-posts/ice-says-its-not-patrolling-polling-locations-elec/","1"
"The World Health Organization just admitted that I was right","https://www.politifact.com//factchecks/2020/oct/15/donald-trump/who-didnt-change-its-stance-lockdowns-didnt-admit-/","1"
"As we have learned the Intel Inspector General IG changed the rule after the complaint was known in order to allow hearsay complaints but the IG dishonestly backdated the rule change so that damage could be done to President Trump","https://www.politifact.com//factchecks/2019/oct/30/louie-gohmert/gohmert-repeats-false-claim-about-whistleblower-ru/","0"
"West Virginia Department of Education reported over 10000 children and youth have been identified as homeless for the 20182019 school year","https://www.politifact.com//factchecks/2019/oct/11/joe-manchin/how-many-west-virginia-students-are-homeless/","5"
"were built to do this very thing for changing the results of elections","https://www.politifact.com//factchecks/2020/nov/19/sidney-powell/trump-lawyer-falsely-claims-voting-technology-comp/","0"
"Says a meat shortage is not expected","https://www.politifact.com//factchecks/2020/may/05/paul-farrow/no-shortage-expected-meat-supply-could-see-new-con/","3"
"Roy Moores accuser worked for Democratic leaders and is actively campaigning for Moores opponent","https://www.politifact.com//factchecks/2017/nov/15/activist-mommy/headline-misleads-tying-roy-moore-accuser-democrat/","2"
"By contrast I think most of the people in the very good drug court program the graduation rates like 53 55 percent","https://www.politifact.com//factchecks/2017/oct/21/eric-greitens/greitens-mostly-right-veterans-treatment-court-gra/","4"
"Investigators","https://www.politifact.com//factchecks/2018/jun/12/yournewswirecom/clickbait-headline-wrongly-blames-clintons-anthony/","0"
"Potential Foxconn changes are due to the wave of economic uncertainty from Evers administration","https://www.politifact.com//factchecks/2019/feb/01/wisconsin-republican-legislative-leaders/robin-vos-scott-fitzgerald-have-no-business-blamin/","0"
"Trained police hit their targets less than 30 percent of the time","https://www.politifact.com//factchecks/2018/may/25/shannon-watts/do-more-7-10-police-bullets-miss-their-mark-gun-co/","3"
"I have no financial interests in Saudi Arabia","https://www.politifact.com//factchecks/2018/oct/18/donald-trump/donald-trumps-claim-no-financial-interests-saudi-a/","3"
" show that the impact on minorities is basically on par a little bit up from the population numbers meaning that we dont see that disparity as much here","https://www.politifact.com//factchecks/2020/apr/23/lovely-warren/rochester-mayor-lacked-context-coronavirus-racial-/","3"
"Bill Nelson has aligned himself with communists and dictators went to Venezuela to admire Chvezs revolution and supports murderers","https://www.politifact.com//factchecks/2017/aug/17/national-republican-senatorial-committee/ridiculous-statement-republicans-radio-ad-says-sen/","0"
"president in 56 years to not attend a wreathlaying ceremony on Veterans Day","https://www.politifact.com//factchecks/2019/jun/10/viral-image/no-multiple-presidents-have-missed-veterans-day-wr/","0"
